fecha	coleccion	referencia	estado	motivo	paginas	titulo	contexto
22/02/1972	boe	BOE-A-1972-33978	VERIFICADO	frase completa en el texto	2	Decreto 354/1972, de 10 de febrero, por el que se aprueba la incorporación del Municipio de Colinas de Trasmonte al de Quiruelas de Vídriales (Zamora).	FRANCO El Ministro de la Gobernacion, TOMAS GARICANO G~I DECRETO 354/1972, de 10 de febrero, por el que se aprueba la incorporacion del Municipio de CoUnas de Trasmonte al de Quiruelas de Vidrtales (Za- mora). El Ayuntamiento de Colinas, de Trasmonte adopto acuerdo, con quorum legal. -de solicitar la incorporacion de su Municipio al limitrofe de Quiruelas de Vidriales, ambos de la provincia de Zamora, en' aten-eion a la escasez de poblacion. dificultad para mantener los servi ||| tnuio la Gobornaclon y previa deliboracion del Consejo JI. Mlnlstros en su reunion del dia cuatrode-febi'ero"aemU;Il():V@!te~tos s~tenta y dos. DISPONGO, Articulo primero.-Se aprueba la 1nC(irporaeionV'Olu~tarltl del Municipio de Colinas de Trasmonte,al"d,8Quiruela~td.Vi­ driales «ZamoraJ. Articulo segundo.-Quooa faeul~o 01 M\J1Iot.,-jo· de~ .(Ji). bernacion para dictar las dispoBici<mes 'qUe,' pudie~ ,e~gir el cuniplimientode'este Decreto. Asl lo cUspOngQ por' el"preBe'n~Dee
08/08/1972	boe	BOE-A-1972-1185	VERIFICADO	frase completa en el texto	1	Orden por la que se acuerda la supresión del Juzgado de Paz de Colinas de Trasmonte (Zamora).	irector general de Justicia. ORDEN de 27 de junio de 1972 por la que se acuer· da la supresion del Juzgado de Paz de Colinas de Tras/nante (Zamora). Ilmo. Sr.: Visto el expediente instruido para la supresion del Juzgado de Paz de Colinas de Trasmonte, como consecuell~ia de la incorporacion de su Municipio al de Quiruelas de Vidna- les (Zamora). /- Este Ministerio, de conformidad con la propuesta formulada por la Sala de Gobienno del Tribunal Supremo, y teniendo en cuenta lo e ||| erio, de conformidad con la propuesta formulada por la Sala de Gobienno del Tribunal Supremo, y teniendo en cuenta lo establecido en la base primera de la Ley de 19 de junio de 1944, ha acordado la supresion del Juzgado de Paz de Colinas de Trasmonte y su incorporacion al de igual clase de Quiruelas de Vidriales, el que se hara cargo de la documenta- cion y archivo del Juzgado de Paz suprimido. Lo que digo a V. 1. para su conocimiEnto y demas efectos. Dios guarde a V. 1. much
11/10/1975	boe	BOE-A-1975-21121	VERIFICADO	frase completa en el texto	2	Resolución de la Dirección General de la Producción Agraria por la que se aprueba el programa de producción ordenada en ganado bovino en la provincia de Zamora.	Pueblica de Valver­ de, Friera de Valverde, San Pedro de Zamudia, Micereses de Tera, Navianos de Valverde, Villanazar, Cunquilla de Vidriales, Granuci- 11o de Vidriales, Quiruelas de Vi­ driales, Burean es de Valverde, Bretocino, Colinas de Trasmonte, ^ Alcubilla de Nogales, Arrabalde, Villaferruena, Santa Maria de la Vega, Coomonte, Maire de CaS- troponce, Fresno de la Polvorosa, Morales del Rey, Milles de la Pol­ vorosa, Bretocino, Santa Goloma de las Monjas, Arcos de la Po
07/02/1976	boe	BOE-A-1976-2947	VERIFICADO	frase completa en el texto	17	Resolución de la Dirección General de Sanidad por la que se convoca concurso ordinario para provisión de puestos de trabajo de carácter general en las plantillas del Cuerpo de Practicantes Titulares y de Casas de Socorro.	la Polvorosa y agrega­ dos. La Boveda de Toro. Camarzana de Tera. Canizal y agregado. Casaseca de la Chanas y agre­ gado. Castronuevo de los Arcos y agre­ gado. Castroverde de Campos. Cerecinos de Campos y agre­ gados. Cobreros. Colinas de Trasmonte y agre- gado. Coomonte. Cubillos y agregado. Cubo de Tierra del Vino y agre­ gado. Espadeno y agregados. Faramontanos de Tabara. Fariza (Tudera) y agregados. Provincia y partido medico Numero de vacantes Ferreras de Abajo y agreg
08/04/1976	boe	BOE-A-1976-7522	VERIFICADO	frase completa en el texto	1	Orden de 26 de febrero de 1976 por la que se aprueba el plan de mejoras territoriales y obras de la zona de concentración parcelaria de Colinas de Trasmonte (Zamora).	7522 ORDEN de 28 de febrero de 1976 por la que se aprueba el plan de mejoras territoriales y obras de la zona de concentracion parcelaria de Colinas de Trasmonte (Zamora). limos. Sres.: Por Decreto de 11 de julio de 1968 se declaro sujeta a ordenacion rural la comarca de Benavente Tera. Por Decreto de 8 de octubre de 1970 se acordo la realizacion de la concentracion parcelaria de la zona ||| amora). limos. Sres.: Por Decreto de 11 de julio de 1968 se declaro sujeta a ordenacion rural la comarca de Benavente Tera. Por Decreto de 8 de octubre de 1970 se acordo la realizacion de la concentracion parcelaria de la zona de Colinas de Trasmonte (Zamora), de acuerdo con lo establecido por dicho Decreto. En cumplimiento de lo dispuesto en los articulos 82 y 129 de la Ley de Reforma y Desarrollo Agrario de 12 de enero de 1973, el Instituto Nacional de Reforma y Desarrollo ||| la Ley de Reforma y Desarrollo Agrario de 12 de enero de 1973, el Instituto Nacional de Reforma y Desarrollo Agrario ha redactado y somete a la aprobacion de este Ministerio el plan de mejoras territoriales y obras de la zona de Colinas de Trasmonte (Zamora), que se refiere a las obras de red de caminos y red de saneamiento. Examinado el referido plan, este Ministerio considera que las obras en el incluidas han sido debidamente clasificadas en los grupos que determina el art
30/06/1976	boe	BOE-A-1976-12559	VERIFICADO	frase completa en el texto	4	Orden de 24 de mayo de 1976 por la que se modifican las demarcaciones de ciertos partidos farmacéuticos y se adscriben 37 puestos de trabajo de Farmacéuticos titulares a los Servicios Centrales y Periféricos de la Dirección General de Sanidad.	Ar­ zon, Morales del Rey, Paladinos del Valle, San Roman del Valle, Santa Maria de la Vega, La Torre del Valle, Vecilla de la Polvorosa, Villabrazaro y Villaferrueno, con una plaza de Farmaceutico titular 2. Fusion del partido de Colinas de Trasmonte con Mice- reces de Tera y Benavente, quedando amortizado el puesto de trabajo de Farmaceutico titular del partido que se fu­ siona. Los partidos resultantes quedaran asi: Micereces de Tera con Abraveses de Tera, Aguilar de Tera, ||| quedando amortizado el puesto de trabajo de Farmaceutico titular del partido que se fu­ siona. Los partidos resultantes quedaran asi: Micereces de Tera con Abraveses de Tera, Aguilar de Tera, Bercianos de Valverde, Brime de Urz, Colinas de Trasmonte, Melgar de Tera, Morales de Valverde, Navianos de Valverde, Pueblica de Valverde, Quintanilla de Urz, Queiruelas de Vi­ driales, San Pedro de Zamedia, Santa Croya de Tera, Santa Maria de Valverde, Santibanez de Tera, Sitrama de T ||| de Valverde, con una plaza de Farmaceutico titular. Benavente con San Cristobal de Entrevinas, San Miguel del Esla, Santa Colomba de las Carabias, Santa Colomba de las Monjas, Santa Cristina de la Polvorosa, Villanazar, Mozar de Colinas de Trasmonte. 3. Fusion del partido de. Castroverde del Campo con el partido de Villanueva del Campo, quedando amortizado el puesto de trabajo de Farmaceutico titular del partido que se fusiona. El partido resultante quedara asi: Villanueva d
13/07/1976	boe	BOE-B-1976-30333	VERIFICADO	frase completa en el texto	6	Subastas y concursos de obras y servicios públicos	tin Oficial» de la provincia, numero 69, de fecha 9 de junio del ano actual, se publicaron las bases que han de regir la subasta para la realizacion de obras da reparacion en los siguientes caminos vecinales-. Camino vecinal ruta Colinas de Tras­ monte a Quintanilla de Urz, con un presu­ puesto de Tcitacion de 5.388.385 pesetas, y fianza provisional de 107.768 pesetas. Camino vecinal 811, Villalpando. a Quin­ tanilla del Monte, con un presupuesto de licitacion de 1.473.578 pese
01/08/1977	boe	BOE-A-1977-17807	VERIFICADO	frase completa en el texto	14	Resolución de la Dirección General de Sanidad por la que se convoca concurso ordinario para provisión de puestos de trabajo, con carácter general, en las plantillas del Cuerpo de Practicantes Titulares y de Casas de Socorro y Hospitales Municipales.	zana de Tera y agregados (3.a c.). Canizal y agregado (3.a c ). Carbajales de Alba y agregados (3.a c.). Castrogonzalo y agregado. (3.a c.). Cerecinos de Campos y agregado (3.a c.). Cional y agregados (2.a c.). Cobreros (3.a c.). Colinas de Trasmonte y agregado (3.a c.). Corrales (4.a c.). Cubillos y agregados (3.a c.). Cubo de Tierra del Vino y agregado (3.a categoria). Espadanedo y agregados (3.a c.). Faramontanbs de Tabara (3.a c.). Fariza (Tudera) y agregados (3.a c.). Fe
12/08/1977	boe	BOE-B-1977-30383	VERIFICADO	frase completa en el texto	12	Subastas y concursos de obras y servicios públicos	Camino local de Santa Cristina de la Polvorosa a Manganeses' de la Polvorosa, en una longitud de 5,8 kilometros y con un presupuesto de contrata de pese­ tas 4.911.928. Fianza provisional: pe­ setas 108.238. Camino vecinal ruta. Colinas de Tras­ monte a Santibanez de Vidriales (del ki­ lometro 13 al 21), con una longitud de 3,6 kilometros y con un presupuesto de contrata de 10.009:763 pesetas. Fianza pro­ visional: 191.097 pesetas. Camino vecinal 117, Benavente a Mora­ les de
03/12/1977	boe	BOE-A-1977-29106	VERIFICADO	frase completa en el texto	1	Resolución de la Delegación Provincial de Zamora por la que se autoriza el establecimiento de la instalación que se cita (expediente A-54/77).	siguientes: Linea aerea trifasica, a 13,2 KV., con origen en -apoyo nu­ mero 36 de la linea Quintanilla de Urz-Quiruelas de Vidriales, longitud de 7.26o metros, final en apoyo numero 94, enlazando con linea a Mozar. Derivacion a Colinas de Trasmonte-Escuelas, desde el apoyo numero 55, con longitud de 306 metros. Derivacion a centro de transformacion de Vecilla de Tras­ monte, desde el apoyo numero 72, longitud de 27 metros. Derivacion a. centro de transformacion de Villanaza
31/03/1978	boe	BOE-A-1978-8263	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	10	Resolución de la Secretaría de Estado para la Administración Pública por la que se da publicidad a la relación mensual 02/78 de admitidos y excluidos a pruebas selectivas para ingreso en el Cuerpo Auxiliar de la Administración Civil del Estado.	0.305 Rojo Suarez, Eugenio ................................. 50.934.957 900.312 Roldan Ayuso, Pilar ..................................... 377.906 900.326 Rollan Maclas, Julio Manuel ...................... 15.235.814 900.333 Roman Colinas, Marcelina ......................... 11.714.551 900.347 Roman Lucero, Maria del Pilar ............. 11.713.388 900.354 Romani Blancafort, Angeles .................. 46.109.359 900.361 Romero Fernandez, Maria de la Mon- tana .....
03/01/1979	boe	BOE-A-1979-49989	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	4	Resolución del Instituto Nacional de Administración Pública por la que se da publicidad a las listas provisionales de admitidos y excluidos a las IX pruebas selectivas para ingreso en el Cuerpo Administrativo de la Administración Civil del Estado, turnos libre y restringido. (Continuación.)	z, Alicia ...................................... Coleto Calero, Jose ........................................... Colilla Peletero, Maria Jesus ....................... Colina Cobo, Jesus ..:........................................ Colinas Marques, Nicanor .............................. Colino Furones, Manuel .... ........................... Colino Garcia, Manuel ..................................... Coll Bastida, Carlos Antonio ....................... Ccll Bastida
20/02/1979	boe	BOE-A-1979-5164	VERIFICADO	frase completa en el texto	13	Orden de 21 de diciembre de 1978 por la que se convoca concurso ordinario para provisión de puestos de trabajo vacantes en las plantillas de los Cuerpos de Médicos Titulares y de Médicos de Casas de Socorro y Hospitales Municipales, este último declarado a extinguir.	iales, 4.a c. Bermillo de Sayago, 2.a c. Boveda de Toro, 3.a c. Bustillo del Oro, 4.a c. Canizal y agdo., 3.a c. Canizo, 4.a c. Casaseca de Campean, 5.a c. Castroverde de-Campos, 3.a c. Cerecinos del Carrizal y agrega­ do, 4.a c. Colinas de Trasmonte y agdo., 3.a categoria. Coomonte y agdo., 3.a c. Cotanes del Monte, 4.a c. Espadanedo y agdos., 3.a c. Faramontanos de Tabara, 3.a c. Fermoselle, 2.a c. Ferreras de Abajo, 3.a c. Fornillos de Fermoselle y agrega­ dos, 3.a c. Fres
08/12/1979	boe	BOE-A-1979-28998	NO_VERIFICADO	no aparece la palabra Colinas en el texto	3	Orden de 14 de noviembre de 1979 por la que se aprueba el mapa sanitario de la provincia de Zamora.	
17/01/1980	boe	BOE-A-1980-1135	VERIFICADO	frase completa en el texto	13	Orden de 17 de diciembre de 1979 por la que se convoca concurso ordinario en las plantillas del Cuerpo de Practicantes Titulares y de Casas de Socorro y Hospitales Municipales.	anos y agdos., 2.a c. Burganes de Valverde, 4.a c. Camarzana de Tera y agdos., 3.a c. Carbajales de Alba y agdos., 3.a c. Castrogonzalo y agdos., 3.a c. Cerecinos de Campos y agdo., 3.a c. Cional y agdos., 2.a c. Cabreros, 3.a c. Colinas de Trasmonte y agdo., 3.a c. Cubillos y agdos., 3.a c. Cubo de Tierra del Vino, El, y agdos., 3.a c. Espadanedo y agdos., 3.a c. Faramontanos de Tabara, 3.a c. Fariza (Tudera) y agdos., 3.a c. Fermoselle, 2.a c. Ferreras de Ahajo y agdos., 3.
09/02/1980	boe	BOE-A-1980-3095	VERIFICADO	frase completa en el texto	17	Orden de 14 de enero de 1980 por la que se convoca concurso ordinario para provisión de puestos de trabajo vacantes en las plantillas de los Cuerpos de Médicos Titulares y de Médicos de Casas de Socorro y Hospitales Municipales, este último declarado a extinguir.	.a c. Ayoo de Vidriales, 4.a c. Benegiles y agregado, 4.a c. Bermillo de Sayago, 2.a c. Bustillo del Oro, 4.a c. Canizo, 4.a c. Casaseca de Campean, 5.a c. Castroverde de Campos, 3.a c. Cerecinos del Carrizal y agre­ gado, 4.a c. Colinas de Trasmonte y agre­ gado, 3.a/C. Coomonte y agregado, 3.a c. Cotanes del Monte, 4.a o. Espadanedo y agregados, 3.a c. Faramontanos de Tabara, 3.a c. Fermo ielle, 2.a c. Ferreras de Abajo, 3.a c. Fornidos de Fermoselle y agre­ gados, 3.a c. F
29/04/1980	boe	BOE-B-1980-30206	VERIFICADO	frase completa en el texto	11	Otros anuncios	nociendose el actual paradero del propietario del vehiculo marca -Ford Tau- nus Transit», sin placas de matricula, ti­ po furgon, de color azul, sin numero de bastidor ni de motor. Efectuada el dia 10 de abril del ano en curso en Colinas de Trasmonte (Zamora), por Inspectores del Servicio Especial de Vigilancia Fiscal de la Delegacion de Hacienda de Salaman­ ca. Se le hace saber por el presente edicto lo siguiente: Por acuerdo de la Presidencia de este Tribunal, a las doce ho ||| se el actual paradero del propietario del vehiculo marca «Renault- 6», tipo R/1.180, de color rojo, sin placas de matricula, ni numero de motor, ni de bastidor. Aprehension que fue efectuada el dia 10 de abril del ano en curso en Colinas de Trasmonte (Zamora) por Ins­ pectores del Servicio Especial de Vigilan­ cia Fiscal de la Delegacion de Hacienda de Salamanca, se le hace saber por el pre­ sente edicto lo siguiente: Por acuerdo de la Presidencia de este Tribunal, a las doce
26/05/1980	boe	BOE-B-1980-30252	VERIFICADO	frase completa en el texto	23	Otros anuncios	conomico-Administra­ tivo, se notifica al propietario del fur­ gon marca Ford-Taunus Transit, sin pla­ cas de matricula, color azul, sin numero de bastidor, ni de motor, cuya aprehen­ sion tuvo lugar el dia 10 de abril de 1680 en Colinas de Trasmonte (Zamora) por Inspectores del Servicio Fiscal de la Dele­ gacion de Hacienda de Salamanca, incul­ pado en el expediente numero 30/80, ins­ truido por aprehension de un furgon mar­ ca Ford-Taunus, sin placas de matricula, mercancia ||| Economico-Adminis­ trativo, se notifica al propietario del vehi­ culo marca Renault-6, tipo R/1.180, color rojo, sin placas de matricula, ni nume­ ro de bastidor ni motor, cuya aprehension tuvo lugar el dia 10 de abril de 1980 en Colinas de Trasmonte (Zamora) por Ins­ pectores del Servicio Especial de Vigilan­ cia Fiscal de la Delegacion de Hacienda de Salamanca, inculpado en el expediente numero 29/80, instruido por aprehension de vehiculo Renault-0, color rojo, sin pla­ cas
05/07/1980	boe	BOE-B-1980-30322	VERIFICADO	frase completa en el texto	14	Otros anuncios	numero 30/80. Valorado en veinticinco mil pesetas y que fue aprehen­ dido por Inspectores del Servicio Especial de Vigilancia Fiscal de la Delegacion de Hacienda de Salamanca, el dia 10 de abril del ano en curso, en el pueblo de Colinas de Trasmonte (Zamora) Zamora, 12 de junio de 1980.—El Secre­ tario del Tribunal Provincial de Contra­ bando, Visto bueno: El Delegado de Ha­ cienda, Presidente.—9.581-E. El Tribunal Provincial de Contrabando, en Comision Permanente y en sesio
28/07/1980	boe	BOE-A-1980-16159	VERIFICADO	frase completa en el texto	17	Orden de 14 de julio de 1980 por la que se eleva a definitiva la relación provisional de admitidos y excluidos y se hace pública la adjudicación provisional de plazas en el concurso de traslado del Cuerpo de Médicos Titulares y de Médicos de Casas de Socorro y Hospitales Municipales, este último declarado a extinguir.	. 5B3 D.a Maria Teresa Zarrabeitia Aniz. Aguero y agdo. (Huesca). 4.a c. 584 Dv Juan Jose Montero Insa. Tarbena y agdo. (Ali­ cante) , 4.a c. 585 D. Antonio Reyes Puchol. Godelleta (Valencia), 4.a c. 586 D. Modesto Andres Arroyo. Colinas de Trasmonte y agregado (Zamora), 3.a c. 587 D. Francisco Sanz Gonzalez. Ciperez (La Moralita) y agdo. (Salamanca), 3.a c. 589 D. Jose Luis Velasco Lopez de Ocariz. Quintanilla Somuno y agdos. (Burgos), 3.a c. 590 D. Jose Carlos Soto Blanco.
30/11/1984	boe	BOE-B-1984-30539	VERIFICADO	frase completa en el texto	20	Subastas y concursos de obras y servicios	ntinua­ cion se detallan: ■ Vezdemarban Parcela 798 del poligono 35, valorada en 2.125 pesetas. Parcela 234 del poligono 37, valorada en 42.500 pesetas. Cerecinos de Carrizal Parcela 25 del poligono 1, valorada en 80.000 pesetas. Colinas de Trasmonte Parcela 58, pago «Vallondo», valorada en 48.000 pesetas. Parcela 393, pago «La Pescueza», valora­ da en 104.000 pesetas. Parcela 680, pago «Vega de Arriba», va­ lorada en 7.000 pesetas. Quintanilla de Urz Parcela 8, pago «Tras Si
24/12/1984	boe	BOE-A-1984-28024	VERIFICADO	frase completa en el texto	5	Real Decreto 2248/1984, de 28 de noviembre, sobre extensión del servicio telefónico en el medio rural.	Puebla de Famals (Playa). Valladolid Castrillo de Duero. San Bernardo. Zamora Abejera. Arcos de la Polvorosa. Ayoo de Vidriales. Bercianos de Aliste. Bretocino. Brime de Sog. Burganes de Valverde. Calzadilla de Tera. Carbellino. Colinas de Trasmonte. Cubo de Benavente. Ferraras de Arriba. Ferreruela. Friera de Valverde. Malva. Melgar de Tera. Milles de la Polvorosa. Moral de Sayago. Navianos de Valverde. Olmillos de Valverde. Peleas de Abajo. Peque. Pino. Porto. Pumarejo de
23/04/1985	boe	BOE-B-1985-30097	VERIFICADO	frase completa en el texto	12	Subastas y concursos de obras y servicios	ia 12 de junio, a las doce horas, en el salon de actos de esta Delegacion, de las fincas rusticas que se detallan: Valoracion Pesolas San Pedro de Zamudia: Parcela 153 del poligono 19... 14.700 Parcela 127 del poligono 19.. 4.900 Colinas de Trasmonte: Parcela 393 del poligono 1. . 88.400 Parcela 58 del poligono 1. .. . 40.800 Quiniamlla de Urz: Parcela 8 del poligono 1 7.7.100 San Martin de Valderaduey: Parcela 142 del poligono 1. . . 23.800 Parcela 677 del poligono 1. . . .
24/09/1985	boe	BOE-B-1985-30229	VERIFICADO	frase completa en el texto	15	Subastas y concursos de obras y servicios	Parcela 135 del poligono 35, valorada en 97.750 pesetas. Parcela 115 del poligono 35, valorada en 127.500 pesetas. Parcela 234 del poligono 35, valorada en 35.000 pesetas. Quintanilla de Urz Parcela 8, valorada en 60.200 pesetas. Colinas de Trasmonte Parcela 58, valorada en 33.600 pesetas. Parcela 393 del poligono 1, valorada en 72.800 pesetas. Santa Crova de Tera Parcela 1.364 del poligono 1, valorada en 124:100 pesetas. Parcela 1.827 del poligono 1, valorada en 44.200 peset
21/05/1986	boe	BOE-B-1986-30121	VERIFICADO	frase completa en el texto	12	Subastas y concursos de obras y servicios	lorada en 17.000 pesetas. «Santa Croya de Tera»: Parcela 1.827 del poligono 1. de 0,8665 hecta­ reas. Valorada en 36.400 pesetas. «Vega de Villalobos»: Parcela 632 del poligono 3, de 0,1908 hectareas. Valorada en 28.900 pesetas. «Colinas de Trasmonte»: Parcela 58, de 0,6870 hectareas. Valorada en 26.400 pesetas. Parcela 393, de 1,7360 hectareas. Valorada en 57.200 pesetas. Quienes deseen una mayor informacion pue­ den solicitarla de la Seccion del Patrimonio y Loterias de est
09/02/1987	boe	BOE-B-1987-30347	VERIFICADO	frase completa en el texto	3	Otros anuncios oficiales	2-14 (4417). COMUNIDAD AUTONOMA DE CASTILLA Y LEON Consejeria de Fomento Resolucion por la que se hace publica la adjudica­ cion definitiva de la concesion de servicio publico regular de transporte de viajeros por carretera entre Colinas de Trasmonte-Puebla de Sanabria y Palacios de Sanabria-Quintanilla de Juste!. (V-2.366) Con fecha 16 de diciembre de 1986 se otorga definitivamente a don Julio Fernandez Mateos la concesion del servicio publico regular de trans­ porte de viaj ||| Orden de otorgamiento del servicio base y, entre otras, las siguientes condi­ ciones particulares: Itinerario base: De Benavente a Quintanilla de Justel, de 102,7 kilometros de longitud; pasara por Santa Cristina de la Polvorosa, Colinas de Tras­ monte, Sitrama de Tera, Santa Marta de Tera, Camarzana de Tera, Calzada de Tera (cruce), Vega de Tera, Junquera de Tera, Rionegro del Puente, enlace de las carreteras N-525 y C-620, Mombuey, Cemadilla (cruce), Asturianos, Pala­ cios de ||| nlace de las carreteras N-525 y C-620, Mombuey, Cemadilla (cruce), Asturianos, Pala­ cios de Sanabria, Anta de Rioconejos, Rioconejos, Carbajales de la Encomienda, Espadanedo, Donado, Muelas de los Caballeros y Justel. Hijuela de Colinas de Trasmonte a Carracedo, de 25,6 kilometros; pasara por Quinielas de Vidriales, Quintanilla de Urz, Brime de Urz, Cunquilla de Vidriales, Granucillo de Vidriales, Moratones, Bercianos de Vidriales, Rosinos de Vidriales y San Pedro de la Vina
14/02/1987	boe	BOE-B-1987-30352	VERIFICADO	frase completa en el texto	17	Otros anuncios oficiales	pasando por Anta de Rioconejos, Carbajales de la Encomienda, Espadanedo y Donado, de 18 kilometros de longitud, y Mom- buey-Benavente, pasando por Rionegro del Puente-Junquera, Vega de Tera, Santa Marta de Tera, Sitrama de Tera, Colinas de Trasmonte y Santa Cristina de la Polvorosa, de 27 kilometros de longitud. Lo que se hace publico en cumplimiento de la normativa reglamentaria, vigente en los transpor­ tes por carretera. Valladolid, 9 de enero de 1987.-El Consejero, Juan
05/10/1999	boe	BOE-A-1999-19811	NO_VERIFICADO	no aparece la palabra Colinas en el texto	5	Real Decreto 1524/1999, de 4 de octubre, por el que se convocan elecciones locales parciales.	
19/01/2000	boe	BOE-A-2000-1158	VERIFICADO	frase completa en el texto	12	Orden de 23 de diciembre de 1999 por la que se actualizan los anexos de la Orden de 7 de enero de 1998, en relación con la utilización de los nombres geográficos y de la mención "vino de la tierra" en la designación de los vinos de mesa.	a: Alcubilla de Nogales. Arcos de la Polvorosa. Arrabalde. Ayoo de Vidriales. Barcial del Barco. Benavente. Breto. Bretocino. Brime de Sog. Brime de Urz. Burganes de Valverde. Calzadilla de Tera. Camarzana de Tera. Castrogonzalo. Colinas de Trasmonte. Cubo de Benavente. Cunquilla de Vidriales. Faramontanos de Tabara. Fresno de la Polvorosa. Friera de Valverde. Fuente Encalada. Fuentes de Ropel. Granja de Moreruela. Granucillo. Maire de Castroponce. Manganeses de la Polvorosa.
26/04/2005	boe	BOE-A-2005-6772	VERIFICADO	frase completa en el texto	2	Resolución de 4 de abril de 2005, del Instituto de la Mujer, por la que se concede la novena edición de las ayudas al empleo «Emprender en femenino» para fomentar la inserción por cuenta propia de las mujeres en regiones de Objetivo 1.	27 FRANCOS RODRIGUEZ, Ma OLIVA . . . . . . . . . . 45426446C TINEO . . . . . . . . . . . . . . . . . . . . . . ASTURIAS . . . . . . . . . . . . . . . . . 4,5 11.201,65 PERAL VILLALON, EVA MARIA . . . . . . . . . . . . . 11963563K COLINAS DE TRASMONTE . . . ZAMORA . . . . . . . . . . . . . . . . . . . 4,5 12.000,00 PRADAS BORRUECO, Ma JESUS . . . . . . . . . . . . 14616580B FUENTE PALMERA . . . . . . . . . . CORDOBA . . . . . . . . . . . . . . . . . 4,5 8.205,84 ARCE VEGA, JUA
05/07/2005	boe	BOE-B-2005-159070	VERIFICADO	frase completa en el texto	2	Resolución de fecha 8 de junio de 2005, de la Presidenta de la Confederación Hidrográfica del Duero, por la que se autoriza la incoación de expediente de Información Pública relativa al «Proyecto de abastecimiento a Benavente y a otros municipios del valle del Tera (Zamora)».	la de la Polvorosa. 38. Morales de Valverde. 39. S. Pedro de Zamudia. 40. Navianos de Valverde. 41. Pobladura del Valle. 42. Pueblica de Valverde. 43. Bercianos de Valverde. 44. Quintanilla de Urz. 45. Quiruelas de Vidriales. 46. Colinas de Trasmonte. 47. Rionegro del Puente. 48. Sta. Eulalia de Rionegro. 49. Valleluengo. 50. Villar de Farfon. 51. S. Cristobal Entrevinas. 52. S. Miguel de Esla. 53. Sta. Colomba de las Carabias. 54. S. Pedro de Ceque. 55. Sta. Colomba de las M
20/02/2009	boe	BOE-A-2009-2936	VERIFICADO	frase completa en el texto	28	Resolución de 20 de enero de 2009, de la Secretaría de Estado de Telecomunicaciones y para la Sociedad de la Información, por la que se publica el Convenio marco de colaboración, entre el Ministerio de Industria, Turismo y Comercio y la Comunidad de Castilla y León, para la ejecución del Plan Nacional de Transición a la TDT.	. . 2 100 Otero de Bodas . . . . . . . . . . . . . . . . . . . . . . . . . . 49139000100 Otero de Bodas . . . . . . . . . . . . . . . . . . . 170 37,06 Quiruelas de Vidriales . . . . . . . . . . . . . . . . . . . . . 49171000100 Colinas de Trasmonte . . . . . . . . . . . . . . 345 100 Rionegro del Puente . . . . . . . . . . . . . . . . . . . . . . 49177000401 Villar de Farfon . . . . . . . . . . . . . . . . . . . 16 63,64 San Pedro de Ceque . . . . . . . . . . . . . . . . . ||| . . . 154 100 Quiruelas de Vidriales . . . . . . . . . . . . . . . . . . . . . 49171000200 Quiruelas de Vidriales . . . . . . . . . . . . . . 521 97,31 Quiruelas de Vidriales . . . . . . . . . . . . . . . . . . . . . 49171000100 Colinas de Trasmonte . . . . . . . . . . . . . . 345 68,99 San Adrian del Valle . . . . . . . . . . . . . . . . . . . . . . 24141000100 San Adrian del Valle . . . . . . . . . . . . . . . 129 17,83 Santa Maria de Valverde . . . . . . . . . . . . . . .
30/04/2009	boe	BOE-A-2009-7260	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	87	Resolución de 31 de marzo de 2009, de la Secretaría de Estado de Seguridad, por la que se hacen publicas las listas de los participantes declarados aptos en las pruebas de selección para vigilantes de seguridad y especialidades, convocadas por Resolución de 29 de diciembre de 2008.	-2009-7260 BOLETIN OFICIAL DEL ESTADO Num. 105 Jueves 30 de abril de 2009 Sec. III. Pag. 38209 DNI Apellidos y nombre 71505336 CERVINO CALVO, EMILIO. 11894821 CHAMORRO MAYOR, MIGUEL ANGEL. 76043615 CHAVES VAZ, ALEJANDRO. 35464074 COLINAS PESADO, DAVID. 20011068 COLLADO GUALDA, JOSE JOAQUIN. 77005855 COMESANA COMESANA, CESAREO. 20175326 CONDE PASCUAL, KOLDOBIKA. 44845689 CONDE TORREIRO, OSCAR. 70049731 CONEJERO GONZALEZ, MANUEL. 10063620 CORCOBA LOPEZ, SANTIAGO. 3 ||| 52386368 MORCILLO VAQUERO, BENJAMIN. 31736855 MORENO CHACON, JOSE-CARLOS. 52082814 MORENO DEL VIEJO, PEDRO. 9034607 MORENO UBEDA, MARIA DE LOS ANGELES. 20045151 MORO LUIS, JONATTAN. 73565382 MURILLO RUIZ, SALVADOR. 53533962 MUNIZ COLINAS, CARLOS IVAN. 74722922 MUNOZ FRANCO, JUAN JESUS. 25665901 MUNOZ GARCIA, JOSE LUIS. 75886503 MUNOZ LLAVES, DANIEL. 33460859 MUNOZ MONTENEGRO, ROSA ISABEL. 43716158 MUNOZ PEREZ, JOSE. 48438366 NACHER MAICAS, JORGE. 4198719 NAVA MAN
